nome_imagem,minimo,maximo,media,std,var,mediana,assimetria,curtose,amplitude_ao_quadrado,entropia_completa,entropia_dos_bins,energia_media,rms,desvio_absoluto_medio,p925,p850,p150,p75,amplitude_interquartil,uniformidade,media_robusta,rotulo
COVID-40.png,0.0,255.0,170.36586839073388,51.75309471320223,2678.3828123936805,174.0,-0.5231853677077443,-0.3661573086287633,65025.0,7.459300079036796,2.6061235288778097,31702.91192492254,178.05311545974854,44.157490626112754,234.0,228.0,117.0,95.0,84.0,0.18084429928812557,174.25281116711903,1
COVID-41.png,44.0,255.0,137.277424189886,40.006247390399935,1600.4998302618817,140.0,-0.0496093035831747,-0.8515071910273821,44521.0,7.255367236588463,2.3766738009896464,20445.591022471785,142.9880800013476,33.63909549220592,196.0,180.0,90.0,78.0,62.0,0.208908155540151,137.03408146300913,1
COVID-42.png,0.0,255.0,130.95808771713962,75.35097996067881,5677.77018103462,135.0,-0.22272198328794515,-0.7721983082163266,65025.0,7.313033734769297,2.885142644822034,22827.790919564657,151.08868561068581,60.51118936494732,245.0,221.0,34.0,0.0,102.0,0.14352465587736343,118.23113423775011,1
COVID-43.png,41.0,222.0,123.37110323150748,39.444957118708004,1555.9046420967131,119.0,0.25543198808261375,-0.765862949580133,32761.0,7.263035110472897,2.3447469039526854,16776.33375465599,129.52348727028618,32.729017968767444,187.0,171.0,81.0,68.0,60.0,0.21622604256657146,122.09963166307595,1
COVID-44.png,0.0,237.0,131.08758291294282,42.84990453805325,1836.1143189202767,135.0,-0.09830460841908956,-0.935322309386736,56169.0,7.315183698750635,2.4154809001041477,19020.068712877932,137.913265180975,36.85316451152502,192.0,178.0,80.0,70.0,72.0,0.20333353036667978,130.89437956305503,1
COVID-45.png,0.0,255.0,129.2872115524435,82.72806415504243,6843.932598840816,133.0,-0.17557139682271206,-1.089492506737825,65025.0,7.015770781622096,2.8934452110522573,23559.115669847095,153.4897901159784,69.1283325156797,249.0,231.0,0.0,0.0,128.0,0.1415640180387283,115.98662912568373,1
COVID-46.png,10.0,252.0,153.23329716669835,47.03040394839493,2211.858895549201,166.0,-0.7329172604703088,-0.42217642596191274,58564.0,7.261777740401461,2.465664143007174,25692.302256126888,160.28818501725848,39.21143241704233,206.0,201.0,95.0,69.0,70.0,0.20612745637141888,157.89924933050273,1
COVID-47.png,0.0,254.0,142.37262446728784,73.89203455725543,5460.03277101063,158.0,-0.49722011174257946,-0.8231641401339411,64516.0,7.739095849151594,2.9264021293208624,25729.996968713996,160.40572610949397,61.916229527479274,240.0,219.0,47.0,5.0,112.0,0.13766066858034387,147.2358532642025,1
COVID-48.png,0.0,237.0,157.0453350633662,56.23759784624978,3162.6674115165174,169.0,-0.5649340108305152,-0.49750465896763973,56169.0,7.529775672472026,2.768174535831028,27825.904676681468,166.8109848801375,47.13279350472058,232.0,219.0,89.0,68.0,84.0,0.15945976150163202,160.85667165585676,1
COVID-49.png,0.0,255.0,178.21909150904352,51.3212921806487,2633.875031091513,183.0,-0.9909809189003478,1.3557035248981553,65025.0,7.448776218895048,2.4857594559568215,34395.91960940034,185.46136958784797,39.569632419730056,244.0,233.0,133.0,110.0,66.0,0.1994195867776808,183.2035995344713,1
COVID-5.png,34.0,246.0,167.83579602017875,48.4134121352346,2343.858474576081,184.0,-0.6954224252655785,-0.699260939675892,44944.0,7.277409765476413,2.4247624584705885,30512.71290030313,174.67888510150027,40.736729450129566,224.0,215.0,101.0,80.0,71.0,0.21365369496690417,172.06917130445643,1
COVID-50.png,0.0,255.0,145.4013042359705,40.00552128647498,1600.4417334026027,149.0,-0.5888627056190145,-0.03352001227626866,65025.0,7.2085877253396795,2.366757485488508,22741.98100692386,150.80444624388187,32.50658736339114,197.0,189.0,100.0,82.0,58.0,0.22029321606542676,148.18516412653068,1
COVID-51.png,0.0,235.0,172.56205187861434,43.7050985156096,1910.1356362591405,184.0,-1.1286862965869031,1.1437939726018236,55225.0,7.194527317987258,2.3858668035824495,31687.797384816724,178.01066649169292,34.47894300238131,223.0,214.0,124.0,100.0,56.0,0.23238664149714394,177.62054440304732,1
COVID-53.png,0.0,232.0,147.16933815057996,51.07540688976145,2608.6971889546917,161.0,-1.1225297508272125,0.969661682537521,53824.0,7.363756814108872,2.4554837257447635,24267.511280634444,155.78033021095584,39.631240465716445,206.0,191.0,95.0,67.0,60.0,0.22311812671799375,153.24575388503897,1
