h[0],h[1],h[2],h[3],h[4],h[5],h[6],h[7],image_type
0.010633345807358459,0.09480563339144403,0.21968583711357142,0.2233732806381833,0.1710097571216035,0.24266846779419685,0.037485966721734924,0.00033771141190752185,3
0.5272344842657343,0.041848776223776224,0.038816652097902096,0.06921984265734266,0.07919034090909091,0.060232736013986016,0.12437172202797203,0.05908544580419581,0
0.0,6.306966145833333e-06,0.13343790690104165,0.10657023111979166,0.03603068033854167,0.0105389404296875,0.006702067057291667,0.7067138671875,1
5.912162162162162e-05,0.06102266328828829,0.2289822635135135,0.21130813626126127,0.2033075731981982,0.1696089527027027,0.09384797297297297,0.03186331644144144,2
0.2552271350696548,0.060738946093276805,0.044300423985463355,0.2595154451847365,0.19848576620230163,0.03187159297395518,0.04188976377952756,0.10797092671108419,4
